aluno,materia,turma,serie_num,n1_norm,n2_norm,n3_norm,n4_norm,media_pond_norm,media_geral_aluno,slope_notas,variancia_notas,serie_num_norm,pct_materias_ok,media_turma_norm,status_encoded,status_label
Camila Araújo,Ciências,5° Fundamental,6,0.28,0.59,0.85,0.89,0.683,0.5833,0.627,0.4879,0.0,0.4615,0.5928,2,Aprovado
Camila Araújo,Educação Física,5° Fundamental,6,0.24,0.42,0.54,0.26,0.366,0.5833,0.054,0.2456,0.0,0.4615,0.5915,0,Reprovado
Camila Araújo,Filosofia,5° Fundamental,6,0.43,0.64,0.43,0.21,0.4165,0.5833,-0.261,0.3041,0.0,0.4615,0.6039,0,Reprovado
Camila Araújo,Física,5° Fundamental,6,0.58,0.87,0.68,0.81,0.7465,0.5833,0.15,0.2256,0.0,0.4615,0.6147,2,Aprovado
Camila Araújo,Geografia,5° Fundamental,6,0.61,0.67,0.23,0.59,0.524,0.5833,-0.15,0.3457,0.0,0.4615,0.6086,1,Recuperação
Camila Araújo,História,5° Fundamental,6,0.75,0.53,0.84,0.81,0.7355,0.5833,0.147,0.2426,0.0,0.4615,0.6029,2,Aprovado
Camila Araújo,Inglês,5° Fundamental,6,0.31,0.3,0.34,0.7,0.432,0.5833,0.363,0.3333,0.0,0.4615,0.6071,0,Reprovado
Camila Araújo,Matemática,5° Fundamental,6,0.51,0.91,0.31,0.82,0.653,0.5833,0.099,0.4807,0.0,0.4615,0.5935,2,Aprovado
Camila Araújo,Português,5° Fundamental,6,0.25,0.72,0.94,0.33,0.564,0.5833,0.138,0.5648,0.0,0.4615,0.6053,1,Recuperação
Camila Araújo,Química,5° Fundamental,6,0.75,0.37,0.22,0.59,0.4745,0.5833,-0.189,0.4058,0.0,0.4615,0.6031,0,Reprovado
Camila Araújo,Sociologia,5° Fundamental,6,0.61,0.81,0.82,0.65,0.7245,0.5833,0.039,0.1873,0.0,0.4615,0.5998,2,Aprovado
Camila Barbosa,Arte,5° Fundamental,6,0.34,0.66,0.63,0.46,0.5285,0.6326,0.099,0.2601,0.0,0.6923,0.6067,1,Recuperação
Camila Barbosa,Biologia,5° Fundamental,6,0.72,0.96,0.61,0.52,0.6925,0.6326,-0.285,0.3294,0.0,0.6923,0.5939,2,Aprovado
Camila Barbosa,Ciências,5° Fundamental,6,0.81,0.25,0.89,0.74,0.669,0.6326,0.129,0.4993,0.0,0.6923,0.5928,2,Aprovado
Camila Barbosa,Educação Física,5° Fundamental,6,0.72,0.62,0.36,0.8,0.629,0.6326,-0.006,0.3315,0.0,0.6923,0.5915,2,Aprovado
Camila Barbosa,Filosofia,5° Fundamental,6,0.73,0.49,0.65,0.71,0.644,0.6326,0.03,0.1884,0.0,0.6923,0.6039,2,Aprovado
Camila Barbosa,Física,5° Fundamental,6,0.82,0.95,0.6,0.8,0.7915,0.6326,-0.123,0.2503,0.0,0.6923,0.6147,2,Aprovado
Camila Barbosa,Geografia,5° Fundamental,6,0.27,0.95,0.35,0.48,0.523,0.6326,0.009,0.5269,0.0,0.6923,0.6086,1,Recuperação
Camila Barbosa,História,5° Fundamental,6,0.33,0.71,0.43,0.75,0.576,0.6326,0.294,0.3582,0.0,0.6923,0.6029,1,Recuperação
Camila Barbosa,Inglês,5° Fundamental,6,0.5,0.89,0.23,0.82,0.626,0.6326,0.09,0.5282,0.0,0.6923,0.6071,2,Aprovado
Camila Barbosa,Matemática,5° Fundamental,6,0.64,0.56,0.33,0.36,0.4585,0.6326,-0.321,0.2621,0.0,0.6923,0.5935,0,Reprovado
Camila Barbosa,Português,5° Fundamental,6,0.36,0.93,0.69,0.96,0.765,0.6326,0.468,0.4809,0.0,0.6923,0.6053,2,Aprovado
Camila Barbosa,Química,5° Fundamental,6,0.53,0.36,1.0,0.88,0.71,0.6326,0.507,0.5164,0.0,0.6923,0.6031,2,Aprovado
Camila Barbosa,Sociologia,5° Fundamental,6,0.85,0.57,0.27,0.77,0.611,0.6326,-0.162,0.4475,0.0,0.6923,0.5998,2,Aprovado
Camila Lima,Arte,5° Fundamental,6,0.87,0.58,0.59,0.84,0.7185,0.6366,-0.024,0.2709,0.0,0.4615,0.6067,2,Aprovado
Camila Lima,Biologia,5° Fundamental,6,0.36,0.82,0.81,0.86,0.7375,0.6366,0.447,0.4087,0.0,0.4615,0.5939,2,Aprovado
Camila Lima,Ciências,5° Fundamental,6,0.62,0.37,0.39,0.94,0.596,0.6366,0.294,0.4598,0.0,0.4615,0.5928,1,Recuperação
Camila Lima,Educação Física,5° Fundamental,6,0.25,0.84,0.94,0.27,0.576,0.6366,0.048,0.6341,0.0,0.4615,0.5915,1,Recuperação
Camila Lima,Filosofia,5° Fundamental,6,0.45,0.3,0.22,0.95,0.505,0.6366,0.426,0.5673,0.0,0.4615,0.6039,1,Recuperação
Camila Lima,Física,5° Fundamental,6,0.54,0.55,0.67,0.28,0.497,0.6366,-0.198,0.2846,0.0,0.4615,0.6147,0,Reprovado
Camila Lima,Geografia,5° Fundamental,6,0.66,0.59,0.98,0.93,0.8035,0.6366,0.36,0.3356,0.0,0.4615,0.6086,2,Aprovado
Camila Lima,História,5° Fundamental,6,0.78,0.49,0.65,0.5,0.591,0.6366,-0.204,0.2385,0.0,0.4615,0.6029,1,Recuperação
Camila Lima,Inglês,5° Fundamental,6,0.47,0.97,0.86,0.88,0.8155,0.6366,0.336,0.3843,0.0,0.4615,0.6071,2,Aprovado
Camila Lima,Matemática,5° Fundamental,6,0.23,0.88,0.85,0.42,0.6045,0.6366,0.162,0.5569,0.0,0.4615,0.5935,2,Aprovado
Camila Lima,Português,5° Fundamental,6,0.67,0.3,0.73,0.54,0.5535,0.6366,0.012,0.3302,0.0,0.4615,0.6053,1,Recuperação
Camila Lima,Química,5° Fundamental,6,0.96,0.46,0.4,0.92,0.683,0.6366,-0.054,0.5125,0.0,0.4615,0.6031,2,Aprovado
Camila Lima,Sociologia,5° Fundamental,6,0.91,0.35,0.82,0.4,0.5945,0.6366,-0.318,0.4954,0.0,0.4615,0.5998,1,Recuperação
Camila Martins,Arte,5° Fundamental,6,0.96,0.32,0.78,0.73,0.686,0.625,-0.069,0.4683,0.0,0.6923,0.6067,2,Aprovado
Camila Martins,Biologia,5° Fundamental,6,0.63,0.83,0.53,0.75,0.691,0.625,0.018,0.2287,0.0,0.6923,0.5939,2,Aprovado
Camila Martins,Ciências,5° Fundamental,6,0.65,0.39,0.56,0.21,0.4305,0.625,-0.345,0.3366,0.0,0.6923,0.5928,0,Reprovado
Camila Martins,Educação Física,5° Fundamental,6,0.74,0.74,0.5,0.62,0.644,0.625,-0.18,0.199,0.0,0.6923,0.5915,2,Aprovado
Camila Martins,Filosofia,5° Fundamental,6,0.73,0.88,0.23,0.99,0.7205,0.625,0.039,0.5814,0.0,0.6923,0.6039,2,Aprovado
Camila Martins,Física,5° Fundamental,6,0.77,0.9,0.47,0.28,0.5805,0.625,-0.57,0.488,0.0,0.6923,0.6147,1,Recuperação
Camila Martins,Geografia,5° Fundamental,6,0.43,0.61,0.63,0.98,0.69,0.625,0.501,0.3983,0.0,0.6923,0.6086,2,Aprovado
Camila Martins,História,5° Fundamental,6,0.75,0.37,0.54,0.76,0.6055,0.625,0.06,0.3233,0.0,0.6923,0.6029,2,Aprovado
Camila Martins,Inglês,5° Fundamental,6,0.85,0.89,0.77,0.52,0.741,0.625,-0.333,0.2875,0.0,0.6923,0.6071,2,Aprovado
Camila Martins,Matemática,5° Fundamental,6,0.63,0.56,0.79,0.35,0.5685,0.625,-0.183,0.316,0.0,0.6923,0.5935,1,Recuperação
Camila Martins,Português,5° Fundamental,6,0.41,0.29,0.21,0.6,0.387,0.625,0.147,0.2937,0.0,0.6923,0.6053,0,Reprovado
Camila Martins,Química,5° Fundamental,6,0.35,0.81,0.56,0.83,0.6615,0.625,0.357,0.3943,0.0,0.6923,0.6031,2,Aprovado
Camila Martins,Sociologia,5° Fundamental,6,0.99,0.58,0.47,0.86,0.7185,0.625,-0.15,0.4177,0.0,0.6923,0.5998,2,Aprovado
Camila Nascimento,Arte,5° Fundamental,6,0.46,0.28,0.3,0.71,0.45,0.5515,0.231,0.3442,0.0,0.3846,0.6067,0,Reprovado
Camila Nascimento,Biologia,5° Fundamental,6,0.28,0.29,0.28,0.23,0.2675,0.5515,-0.048,0.0469,0.0,0.3846,0.5939,0,Reprovado
Camila Nascimento,Ciências,5° Fundamental,6,0.32,0.34,0.65,0.55,0.4765,0.5515,0.3,0.2795,0.0,0.3846,0.5928,0,Reprovado
Camila Nascimento,Educação Física,5° Fundamental,6,0.42,0.49,0.2,0.23,0.3255,0.5515,-0.258,0.246,0.0,0.3846,0.5915,0,Reprovado
Camila Nascimento,Filosofia,5° Fundamental,6,0.67,0.55,0.61,0.54,0.586,0.5515,-0.099,0.1043,0.0,0.3846,0.6039,1,Recuperação
Camila Nascimento,Física,5° Fundamental,6,0.47,0.95,0.8,0.76,0.7595,0.5515,0.216,0.3477,0.0,0.3846,0.6147,2,Aprovado
Camila Nascimento,Geografia,5° Fundamental,6,0.74,0.33,0.37,0.46,0.461,0.5515,-0.24,0.3202,0.0,0.3846,0.6086,0,Reprovado
Camila Nascimento,História,5° Fundamental,6,0.23,0.62,0.84,0.59,0.588,0.5515,0.39,0.4375,0.0,0.3846,0.6029,1,Recuperação
Camila Nascimento,Inglês,5° Fundamental,6,0.55,0.21,0.92,0.36,0.5005,0.5515,0.042,0.5312,0.0,0.3846,0.6071,1,Recuperação
Camila Nascimento,Matemática,5° Fundamental,6,0.44,0.41,0.97,0.57,0.604,0.5515,0.285,0.4466,0.0,0.3846,0.5935,2,Aprovado
Camila Nascimento,Português,5° Fundamental,6,0.45,0.98,0.46,0.79,0.687,0.5515,0.15,0.4506,0.0,0.3846,0.6053,2,Aprovado
Camila Nascimento,Química,5° Fundamental,6,0.83,0.98,0.73,0.3,0.6835,0.5515,-0.552,0.5058,0.0,0.3846,0.6031,2,Aprovado
Camila Nascimento,Sociologia,5° Fundamental,6,0.37,0.91,0.85,0.89,0.781,0.5515,0.45,0.4467,0.0,0.3846,0.5998,2,Aprovado
Camila Oliveira,Arte,5° Fundamental,6,0.9,0.92,0.86,0.96,0.913,0.6344,0.036,0.0721,0.0,0.6154,0.6067,2,Aprovado
Camila Oliveira,Biologia,5° Fundamental,6,0.57,0.97,0.27,0.98,0.718,0.6344,0.159,0.5942,0.0,0.6154,0.5939,2,Aprovado
Camila Oliveira,Ciências,5° Fundamental,6,0.83,0.39,0.91,0.37,0.602,0.6344,-0.258,0.4935,0.0,0.6154,0.5928,2,Aprovado
Camila Oliveira,Educação Física,5° Fundamental,6,0.82,0.37,0.3,1.0,0.6315,0.6344,0.141,0.591,0.0,0.6154,0.5915,2,Aprovado
Camila Oliveira,Filosofia,5° Fundamental,6,0.54,0.56,0.79,0.71,0.6585,0.6344,0.222,0.2083,0.0,0.6154,0.6039,2,Aprovado
Camila Oliveira,Física,5° Fundamental,6,0.29,0.85,0.99,0.35,0.623,0.6344,0.096,0.6096,0.0,0.6154,0.6147,2,Aprovado
Camila Oliveira,Geografia,5° Fundamental,6,0.31,0.98,0.83,0.45,0.6495,0.6344,0.081,0.5447,0.0,0.6154,0.6086,2,Aprovado
Camila Oliveira,História,5° Fundamental,6,0.47,0.78,0.62,0.21,0.507,0.6344,-0.282,0.4198,0.0,0.6154,0.6029,1,Recuperação
Camila Oliveira,Inglês,5° Fundamental,6,0.98,0.26,0.39,0.54,0.5205,0.6344,-0.357,0.5427,0.0,0.6154,0.6071,1,Recuperação
Camila Oliveira,Matemática,5° Fundamental,6,0.91,0.43,0.49,0.95,0.697,0.6344,0.054,0.4728,0.0,0.6154,0.5935,2,Aprovado
Camila Oliveira,Português,5° Fundamental,6,0.61,0.28,0.77,0.68,0.5885,0.6344,0.21,0.37,0.0,0.6154,0.6053,1,Recuperação
Camila Oliveira,Química,5° Fundamental,6,0.51,0.51,0.75,0.53,0.576,0.6344,0.09,0.2027,0.0,0.6154,0.6031,1,Recuperação
Camila Oliveira,Sociologia,5° Fundamental,6,0.29,0.61,0.4,0.84,0.5625,0.6344,0.432,0.4206,0.0,0.6154,0.5998,1,Recuperação
Camila Rocha,Arte,5° Fundamental,6,0.8,0.6,0.44,0.93,0.699,0.5962,0.069,0.3745,0.0,0.4615,0.6067,2,Aprovado
Camila Rocha,Biologia,5° Fundamental,6,0.43,0.95,0.84,0.32,0.6295,0.5962,-0.132,0.5315,0.0,0.4615,0.5939,2,Aprovado
Camila Rocha,Ciências,5° Fundamental,6,0.32,0.42,0.56,0.43,0.438,0.5962,0.141,0.1705,0.0,0.4615,0.5928,0,Reprovado
Camila Rocha,Educação Física,5° Fundamental,6,0.58,0.92,0.26,0.87,0.672,0.5962,0.063,0.5273,0.0,0.4615,0.5915,2,Aprovado
Camila Rocha,Filosofia,5° Fundamental,6,0.54,0.41,0.65,0.43,0.502,0.5962,-0.027,0.192,0.0,0.4615,0.6039,1,Recuperação
Camila Rocha,Física,5° Fundamental,6,0.32,0.71,0.61,0.26,0.472,0.5962,-0.084,0.3791,0.0,0.4615,0.6147,0,Reprovado
Camila Rocha,Geografia,5° Fundamental,6,0.75,0.9,1.0,0.53,0.784,0.5962,-0.168,0.354,0.0,0.4615,0.6086,2,Aprovado
Camila Rocha,História,5° Fundamental,6,0.3,0.7,0.44,0.65,0.54,0.5962,0.237,0.3226,0.0,0.4615,0.6029,1,Recuperação
Camila Rocha,Inglês,5° Fundamental,6,0.68,0.23,0.29,0.53,0.425,0.5962,-0.117,0.3634,0.0,0.4615,0.6071,0,Reprovado
Camila Rocha,Matemática,5° Fundamental,6,0.89,0.42,0.65,0.75,0.6705,0.5962,-0.057,0.3427,0.0,0.4615,0.5935,2,Aprovado
Camila Rocha,Português,5° Fundamental,6,0.54,0.25,0.36,0.97,0.5515,0.5962,0.42,0.5486,0.0,0.4615,0.6053,1,Recuperação
Camila Rocha,Química,5° Fundamental,6,0.89,0.93,0.49,0.84,0.785,0.5962,-0.177,0.3494,0.0,0.4615,0.6031,2,Aprovado
Camila Rocha,Sociologia,5° Fundamental,6,0.4,0.52,0.47,0.85,0.5825,0.5962,0.39,0.3455,0.0,0.4615,0.5998,1,Recuperação
Carla Barbosa,Arte,5° Fundamental,6,0.28,0.47,0.43,0.56,0.449,0.581,0.24,0.2022,0.0,0.4615,0.6067,0,Reprovado
Carla Barbosa,Biologia,5° Fundamental,6,0.46,0.6,0.66,0.32,0.503,0.581,-0.108,0.2631,0.0,0.4615,0.5939,1,Recuperação
Carla Barbosa,Ciências,5° Fundamental,6,0.94,0.62,0.53,0.73,0.6945,0.581,-0.216,0.3061,0.0,0.4615,0.5928,2,Aprovado
Carla Barbosa,Educação Física,5° Fundamental,6,0.44,0.5,0.43,0.67,0.5215,0.581,0.186,0.1924,0.0,0.4615,0.5915,1,Recuperação
Carla Barbosa,Filosofia,5° Fundamental,6,0.32,0.34,0.82,0.76,0.582,0.581,0.54,0.4622,0.0,0.4615,0.6039,1,Recuperação
Carla Barbosa,Física,5° Fundamental,6,0.69,0.45,0.75,0.86,0.696,0.581,0.243,0.3001,0.0,0.4615,0.6147,2,Aprovado
Carla Barbosa,Geografia,5° Fundamental,6,0.66,0.84,0.92,0.21,0.635,0.581,-0.381,0.55,0.0,0.4615,0.6086,2,Aprovado
Carla Barbosa,História,5° Fundamental,6,0.97,0.37,0.33,0.51,0.522,0.581,-0.426,0.5086,0.0,0.4615,0.6029,1,Recuperação
Carla Barbosa,Inglês,5° Fundamental,6,0.94,0.59,0.82,0.46,0.6785,0.581,-0.363,0.3764,0.0,0.4615,0.6071,2,Aprovado
Carla Barbosa,Matemática,5° Fundamental,6,0.64,0.48,0.66,0.48,0.557,0.581,-0.09,0.1706,0.0,0.4615,0.5935,1,Recuperação
Carla Barbosa,Português,5° Fundamental,6,0.75,0.44,0.72,0.74,0.662,0.581,0.075,0.2578,0.0,0.4615,0.6053,2,Aprovado
Carla Barbosa,Química,5° Fundamental,6,0.51,0.43,0.83,0.86,0.675,0.581,0.435,0.3798,0.0,0.4615,0.6031,2,Aprovado
Carla Barbosa,Sociologia,5° Fundamental,6,0.75,0.23,0.43,0.21,0.378,0.581,-0.426,0.4339,0.0,0.4615,0.5998,0,Reprovado
Carla Carvalho,Arte,5° Fundamental,6,0.63,0.32,0.44,0.99,0.613,0.6105,0.36,0.5069,0.0,0.6923,0.6067,2,Aprovado
Carla Carvalho,Biologia,5° Fundamental,6,0.99,0.5,0.85,0.92,0.8115,0.6105,0.042,0.377,0.0,0.6923,0.5939,2,Aprovado
Carla Carvalho,Ciências,5° Fundamental,6,0.58,0.58,0.71,0.64,0.6305,0.6105,0.093,0.1071,0.0,0.6923,0.5928,2,Aprovado
Carla Carvalho,Educação Física,5° Fundamental,6,0.21,0.86,0.71,0.92,0.7105,0.6105,0.594,0.5583,0.0,0.6923,0.5915,2,Aprovado
Carla Carvalho,Filosofia,5° Fundamental,6,0.88,0.91,0.73,0.92,0.862,0.6105,-0.018,0.153,0.0,0.6923,0.6039,2,Aprovado
Carla Carvalho,Física,5° Fundamental,6,0.77,0.99,0.63,0.44,0.691,0.6105,-0.405,0.4016,0.0,0.6923,0.6147,2,Aprovado
Carla Carvalho,Geografia,5° Fundamental,6,0.35,0.45,0.73,0.79,0.602,0.6105,0.48,0.3693,0.0,0.6923,0.6086,2,Aprovado
Carla Carvalho,História,5° Fundamental,6,0.32,0.61,0.83,0.64,0.616,0.6105,0.354,0.3647,0.0,0.6923,0.6029,2,Aprovado
Carla Carvalho,Inglês,5° Fundamental,6,0.84,0.44,0.51,0.2,0.4655,0.6105,-0.555,0.4575,0.0,0.6923,0.6071,0,Reprovado
Carla Carvalho,Matemática,5° Fundamental,6,1.0,0.44,0.82,0.4,0.635,0.6105,-0.426,0.5071,0.0,0.6923,0.5935,2,Aprovado
Carla Carvalho,Português,5° Fundamental,6,0.82,0.25,0.26,0.46,0.4295,0.6105,-0.321,0.4616,0.0,0.6923,0.6053,0,Reprovado
Carla Carvalho,Química,5° Fundamental,6,0.67,0.57,0.33,0.47,0.5,0.6105,-0.252,0.2514,0.0,0.6923,0.6031,1,Recuperação
Carla Carvalho,Sociologia,5° Fundamental,6,0.59,0.22,0.39,0.33,0.3695,0.6105,-0.183,0.2688,0.0,0.6923,0.5998,0,Reprovado
Carla Nascimento,Arte,5° Fundamental,6,0.35,0.49,0.75,0.6,0.56,0.6214,0.303,0.2934,0.0,0.4615,0.6067,1,Recuperação
Carla Nascimento,Biologia,5° Fundamental,6,0.87,0.31,0.56,0.45,0.5265,0.6214,-0.303,0.4124,0.0,0.4615,0.5939,1,Recuperação
Carla Nascimento,Ciências,5° Fundamental,6,0.84,0.4,0.9,0.27,0.574,0.6214,-0.363,0.5445,0.0,0.4615,0.5928,1,Recuperação
Carla Nascimento,Educação Física,5° Fundamental,6,0.86,0.42,0.37,0.88,0.6335,0.6214,0.003,0.4765,0.0,0.4615,0.5915,2,Aprovado
Carla Nascimento,Filosofia,5° Fundamental,6,0.71,0.95,0.38,0.27,0.5555,0.6214,-0.567,0.5384,0.0,0.4615,0.6039,1,Recuperação
Carla Nascimento,Física,5° Fundamental,6,0.35,0.27,0.77,0.9,0.6,0.6214,0.645,0.536,0.0,0.4615,0.6147,2,Aprovado
Carla Nascimento,Geografia,5° Fundamental,6,0.87,0.43,0.55,0.26,0.497,0.6214,-0.513,0.446,0.0,0.4615,0.6086,0,Reprovado
Carla Nascimento,História,5° Fundamental,6,0.3,0.52,0.9,0.48,0.559,0.6214,0.276,0.4368,0.0,0.4615,0.6029,1,Recuperação
Carla Nascimento,Inglês,5° Fundamental,6,0.74,0.23,0.61,0.68,0.562,0.6214,0.06,0.3976,0.0,0.4615,0.6071,1,Recuperação
Carla Nascimento,Matemática,5° Fundamental,6,0.99,0.72,0.91,0.73,0.8245,0.6214,-0.177,0.2321,0.0,0.4615,0.5935,2,Aprovado
Carla Nascimento,Português,5° Fundamental,6,0.93,0.41,0.73,0.63,0.66,0.6214,-0.174,0.3746,0.0,0.4615,0.6053,2,Aprovado
Carla Nascimento,Química,5° Fundamental,6,0.95,0.24,0.89,0.56,0.6405,0.6214,-0.156,0.5687,0.0,0.4615,0.6031,2,Aprovado
Carla Nascimento,Sociologia,5° Fundamental,6,0.97,0.97,0.91,0.74,0.886,0.6214,-0.225,0.1883,0.0,0.4615,0.5998,2,Aprovado
Carla Oliveira,Arte,5° Fundamental,6,0.94,0.55,0.35,0.77,0.644,0.6294,-0.213,0.4455,0.0,0.6923,0.6067,2,Aprovado
Carla Oliveira,Biologia,5° Fundamental,6,0.89,0.26,0.88,0.47,0.604,0.6294,-0.192,0.5408,0.0,0.6923,0.5939,2,Aprovado
Carla Oliveira,Ciências,5° Fundamental,6,0.87,0.79,0.38,0.47,0.6075,0.6294,-0.483,0.4139,0.0,0.6923,0.5928,2,Aprovado
Carla Oliveira,Educação Física,5° Fundamental,6,0.49,0.55,0.6,0.49,0.5325,0.6294,0.015,0.0921,0.0,0.6923,0.5915,1,Recuperação
Carla Oliveira,Filosofia,5° Fundamental,6,0.47,0.76,0.32,0.85,0.619,0.6294,0.21,0.4283,0.0,0.6923,0.6039,2,Aprovado
Carla Oliveira,Física,5° Fundamental,6,0.38,0.52,0.79,0.91,0.6765,0.6294,0.558,0.4207,0.0,0.6923,0.6147,2,Aprovado
Carla Oliveira,Geografia,5° Fundamental,6,0.54,0.91,0.76,0.89,0.7925,0.6294,0.27,0.2948,0.0,0.6923,0.6086,2,Aprovado
Carla Oliveira,História,5° Fundamental,6,0.73,0.88,0.92,0.97,0.887,0.6294,0.228,0.1792,0.0,0.6923,0.6029,2,Aprovado
Carla Oliveira,Inglês,5° Fundamental,6,0.62,0.38,0.39,0.98,0.6105,0.6294,0.327,0.4869,0.0,0.6923,0.6071,2,Aprovado
Carla Oliveira,Matemática,5° Fundamental,6,0.21,0.92,0.6,0.53,0.581,0.6294,0.192,0.5045,0.0,0.6923,0.5935,1,Recuperação
Carla Oliveira,Português,5° Fundamental,6,0.49,0.73,0.28,0.77,0.5815,0.6294,0.117,0.3951,0.0,0.6923,0.6053,1,Recuperação
Carla Oliveira,Química,5° Fundamental,6,0.34,0.74,0.75,0.67,0.6415,0.6294,0.3,0.3348,0.0,0.6923,0.6031,2,Aprovado
Carla Oliveira,Sociologia,5° Fundamental,6,0.32,0.43,0.25,0.57,0.405,0.6294,0.171,0.2418,0.0,0.6923,0.5998,0,Reprovado
Carla Ribeiro,Arte,5° Fundamental,6,0.58,0.49,0.9,0.55,0.6285,0.5839,0.096,0.3184,0.0,0.3846,0.6067,2,Aprovado
Carla Ribeiro,Biologia,5° Fundamental,6,0.35,0.52,0.5,0.85,0.58,0.5839,0.444,0.3651,0.0,0.3846,0.5939,1,Recuperação
Carla Ribeiro,Ciências,5° Fundamental,6,0.72,0.45,0.35,0.96,0.632,0.5839,0.186,0.4769,0.0,0.3846,0.5928,2,Aprovado
Carla Ribeiro,Educação Física,5° Fundamental,6,0.21,0.73,0.75,0.67,0.613,0.5839,0.42,0.4427,0.0,0.3846,0.5915,2,Aprovado
Carla Ribeiro,Filosofia,5° Fundamental,6,0.67,0.41,0.32,0.86,0.5745,0.5839,0.144,0.4267,0.0,0.3846,0.6039,1,Recuperação
Carla Ribeiro,Física,5° Fundamental,6,0.35,0.67,0.28,0.38,0.4215,0.5839,-0.09,0.2977,0.0,0.3846,0.6147,0,Reprovado
Carla Ribeiro,Geografia,5° Fundamental,6,0.92,0.98,0.28,0.87,0.76,0.5839,-0.255,0.5626,0.0,0.3846,0.6086,2,Aprovado
Carla Ribeiro,História,5° Fundamental,6,0.95,0.71,0.32,0.22,0.5135,0.5839,-0.774,0.5894,0.0,0.3846,0.6029,1,Recuperação
Carla Ribeiro,Inglês,5° Fundamental,6,0.62,0.51,0.44,0.56,0.5295,0.5839,-0.075,0.1322,0.0,0.3846,0.6071,1,Recuperação
Carla Ribeiro,Matemática,5° Fundamental,6,0.69,0.74,0.62,0.23,0.547,0.5839,-0.45,0.4017,0.0,0.3846,0.5935,1,Recuperação
Carla Ribeiro,Português,5° Fundamental,6,0.67,0.69,0.49,0.43,0.558,0.5839,-0.276,0.2245,0.0,0.3846,0.6053,1,Recuperação
Carla Ribeiro,Química,5° Fundamental,6,0.61,0.46,0.47,0.39,0.4715,0.5839,-0.195,0.1596,0.0,0.3846,0.6031,0,Reprovado
Carla Ribeiro,Sociologia,5° Fundamental,6,0.89,0.61,0.62,0.92,0.7615,0.5839,0.03,0.2909,0.0,0.3846,0.5998,2,Aprovado
Carla Souza,Arte,5° Fundamental,6,0.77,0.34,0.66,0.75,0.629,0.5767,0.078,0.345,0.0,0.5385,0.6067,2,Aprovado
Carla Souza,Biologia,5° Fundamental,6,0.66,0.72,0.64,0.78,0.706,0.5767,0.084,0.1095,0.0,0.5385,0.5939,2,Aprovado
Carla Souza,Ciências,5° Fundamental,6,0.51,0.22,0.44,0.21,0.33,0.5767,-0.204,0.2648,0.0,0.5385,0.5928,0,Reprovado
Carla Souza,Educação Física,5° Fundamental,6,0.35,0.2,0.73,0.59,0.4795,0.5767,0.375,0.4114,0.0,0.5385,0.5915,0,Reprovado
Carla Souza,Filosofia,5° Fundamental,6,0.23,0.81,0.97,0.6,0.671,0.5767,0.381,0.554,0.0,0.5385,0.6039,2,Aprovado
Carla Souza,Física,5° Fundamental,6,0.69,0.33,0.72,0.58,0.5745,0.5767,0.018,0.3069,0.0,0.5385,0.6147,1,Recuperação
Carla Souza,Geografia,5° Fundamental,6,0.52,0.31,0.46,0.75,0.5215,0.5767,0.252,0.3165,0.0,0.5385,0.6086,1,Recuperação
Carla Souza,História,5° Fundamental,6,0.4,0.88,0.97,0.36,0.6505,0.5767,-0.009,0.5494,0.0,0.5385,0.6029,2,Aprovado
Carla Souza,Inglês,5° Fundamental,6,0.56,0.3,0.26,0.44,0.384,0.5767,-0.12,0.2375,0.0,0.5385,0.6071,0,Reprovado
Carla Souza,Matemática,5° Fundamental,6,0.57,0.86,0.82,0.47,0.675,0.5767,-0.102,0.3289,0.0,0.5385,0.5935,2,Aprovado
Carla Souza,Português,5° Fundamental,6,0.46,0.58,0.9,0.76,0.69,0.5767,0.366,0.3363,0.0,0.5385,0.6053,2,Aprovado
Carla Souza,Química,5° Fundamental,6,0.98,0.58,0.24,0.57,0.572,0.5767,-0.471,0.5245,0.0,0.5385,0.6031,1,Recuperação
Carla Souza,Sociologia,5° Fundamental,6,0.56,0.79,0.39,0.69,0.614,0.5767,-0.003,0.2995,0.0,0.5385,0.5998,2,Aprovado
Carlos Azevedo,Arte,5° Fundamental,6,0.49,0.36,0.98,0.57,0.604,0.6034,0.258,0.4637,0.0,0.5385,0.6067,2,Aprovado
Carlos Azevedo,Biologia,5° Fundamental,6,0.43,0.41,0.82,0.77,0.6245,0.6034,0.429,0.3769,0.0,0.5385,0.5939,2,Aprovado
Carlos Azevedo,Ciências,5° Fundamental,6,0.38,0.69,0.89,0.75,0.696,0.6034,0.393,0.3729,0.0,0.5385,0.5928,2,Aprovado
Carlos Azevedo,Educação Física,5° Fundamental,6,0.44,0.8,0.27,0.86,0.6135,0.6034,0.219,0.4918,0.0,0.5385,0.5915,2,Aprovado
Carlos Azevedo,Filosofia,5° Fundamental,6,0.36,0.98,0.28,0.25,0.462,0.6034,-0.309,0.5972,0.0,0.5385,0.6039,0,Reprovado
Carlos Azevedo,Física,5° Fundamental,6,0.5,0.29,0.65,0.36,0.443,0.6034,-0.018,0.276,0.0,0.5385,0.6147,0,Reprovado
Carlos Azevedo,Geografia,5° Fundamental,6,0.41,0.22,0.79,0.53,0.4935,0.6034,0.279,0.4134,0.0,0.5385,0.6086,0,Reprovado
